"Progress","cons","ID","atten","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","63c3c2a5f0e42f44a0d68d27","I am paying attention","lender","benefit","1a","high",2,"high","high","high","high",NA
"100","1","56f29ff9ed0cf6000691157f","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","56b0ac5fe8b677000cdc0a34","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","628690801339eca9c44143cd","I am paying attention","lender","benefit","1a","high",2,"high","low","low","high",NA
"100","1","62dd9de432522cb0157febc9","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","63d1559f7f3507766170ec2e","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","63225b65b2d6e889f7289909","I am paying attention","lender","benefit","1a","low",2,"high","low","high","low",NA
"100","1","63f519601c333d44a17bb35a","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","64d50885740e0dfefd52c6f8","I am paying attention","lender","benefit","1a","high",2,"high","low","low","high",NA
"100","1","63e9b9aff82ab9e7e1a9f7dd","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63bd81516745e78ee7f50f7f","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5db4ef4a2986a3000be1f886","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5d88db42c1d06e001a1fdcab","I am paying attention","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","5e2926d80beb030ede110e67","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5c1976c90d57c30001b4162c","I am paying attention","lender","benefit","1a","low",2,"high","low","low","low",NA
"100","1","612547f89bad5437aaecfa66","I am paying attention","lender","benefit","1a","high",2,"high","low","low","high",NA
"100","1","5beb92fbe0a3940001543d8c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","633f050f498936a87592181c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6101930ddd5330f83b898c61","I am paying attention.","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","632b9d9bc38454f47019295c","I am paying attention","lender","benefit","1a","high",2,"high","high","high","high",NA
"100","1","546e3778fdf99b2bc7ebcff6","I am paying attention.","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63b9d3abc3ddc61c8c08fd84","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5d54b73f1c1de70015d50959","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","5dd00a19b51b3e103a6f50c8","I am paying attention","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","56d0901c197fb1000b2348ee","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","5c8afb535e65990001da9eeb","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5fd0ebb69497b30008547502","I am paying attention","lender","benefit","1a","high",2,"low","low","low","high",NA
"100","1","61549a2caa92d84f392000e9","I am paying attention","lender","benefit","1a","low",2,"low","low","low","low",NA
"100","1","640d43c9451ce148162a7643","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6475e3b08c14ba10d9e6f70f","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5e6fd3293c76d25a3ca8b384","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","6444b1e677ebe8b4e2c23abd","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","5b894987e79bf50001e1ff95","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","62dc177e02f82aabb20aebc2","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5e06ecd524f9390991997bb7","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","63639d3bbd810ed5c307efc3","I am paying attention","lender","benefit","1a","low",3,"high","low","high","low",NA
"100","1","63ebd1cd6715f8cbe3405c82","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","61004752a4786349035ba0cd","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","647c65c5acb91c89819c7970","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","64d515d924bf21317905ee7c","I am paying attention","lender","benefit","1a","high",3,"low","high","high","high",NA
"100","1","63f7a3efa5b4d0027e3185f0","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","612962f44f151ddfd0298c52","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5df63faaa98a7a45159a9bba","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","62951d61147684f43f2c5d5f","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","60e7044ddc2523fab6cbc0cd","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","610058f21b82dddf45b44009","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5658d6d67d69570012dfe258","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","62bd2a704c56e669cce7ce56","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","61071ee0d98a6df6efb59716","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5ed3055d98e33f182062933b","I am paying attention ","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5658000ca9872d0011e1ba26","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5fd80a7f7100cd12eb473a9f","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5c8fa199208071000183d490","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","639618dc4a68e64c6956c39c","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5b2890f10ec82d0001d24b61","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","62ba2675348cc2f1e5dcdfdb","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60d3740f31606cb50e49f00c","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6068bf5914131f3a1a80a413","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60f998b6c4b98974b766eb98","I am paying attention ","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","62a889993e01c9e01ee7066e","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5d23460ad4c57900192b129c","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6400d8ca785ee04d9b02ae9c","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","626af8ea8c93e250e03bfaa6","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5efec82cf597a73e75e3fbe0","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5dbbfa90c486791b1bd03292","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","628f827eeb876ed2617881e7","I am paying attention","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","620296d3ef1cb18a1337bfdd","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","63c3c2a5f0e42f44a0d68d27","I am paying attention","lender","benefit","1a","low",3,"low","high","high","high",NA
"100","1","56f29ff9ed0cf6000691157f","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","56b0ac5fe8b677000cdc0a34","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","628690801339eca9c44143cd","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","62dd9de432522cb0157febc9","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","63d1559f7f3507766170ec2e","I am paying attention","lender","benefit","1a","high",3,"low","high","low","low",NA
"100","1","63225b65b2d6e889f7289909","I am paying attention","lender","benefit","1a","low",3,"high","low","high","low",NA
"100","1","63f519601c333d44a17bb35a","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","64d50885740e0dfefd52c6f8","I am paying attention","lender","benefit","1a","high",3,"high","low","low","high",NA
"100","1","63e9b9aff82ab9e7e1a9f7dd","I am paying attention","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","63bd81516745e78ee7f50f7f","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5db4ef4a2986a3000be1f886","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5d88db42c1d06e001a1fdcab","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5e2926d80beb030ede110e67","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5c1976c90d57c30001b4162c","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","612547f89bad5437aaecfa66","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5beb92fbe0a3940001543d8c","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","633f050f498936a87592181c","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6101930ddd5330f83b898c61","I am paying attention.","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","632b9d9bc38454f47019295c","I am paying attention","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","546e3778fdf99b2bc7ebcff6","I am paying attention.","lender","benefit","1a","low",3,"high","low","low","low",NA
"100","1","63b9d3abc3ddc61c8c08fd84","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5d54b73f1c1de70015d50959","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5dd00a19b51b3e103a6f50c8","I am paying attention","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","56d0901c197fb1000b2348ee","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5c8afb535e65990001da9eeb","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5fd0ebb69497b30008547502","I am paying attention","lender","benefit","1a","low",3,"high","low","low","high",NA
"100","1","61549a2caa92d84f392000e9","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","640d43c9451ce148162a7643","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6475e3b08c14ba10d9e6f70f","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5e6fd3293c76d25a3ca8b384","I am paying attention","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","6444b1e677ebe8b4e2c23abd","I am paying attention","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5b894987e79bf50001e1ff95","I am paying attention","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","580d5d1f357e890001dd14ce","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","590208c89571f50001c666e3","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","6085bf84bb0ce00524154c60","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63acbbe336a9ca92853dca4a","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63bc74f63269af3a7bfcec7c","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6115c665d68ec59fa8003744","I am paying attention","lender","cost","1b","high",1,"low","high","low","low",NA
"100","1","5feb8ceb559f43c870488b51","I am paying attention","lender","cost","1b","high",1,"low","high","high","high",NA
"100","1","5b0b4f41641b1200010ecb11","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62d86c63e2966588c71b9ff2","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60a2b9a6ad671cebb06f2b0d","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60e1d5f866e681d7e33fd01c","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62fb84322433c8d7e890a145","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","59598e604c20120001517c99","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","5b9ec956c8a17f000171f7ad","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","566380241e460a000d5d09e9","I am paying attention","lender","cost","1b","low",1,"low","low","low","low",NA
"100","1","62713a003caa3feec5c6a0ba","I am paying attention","lender","cost","1b","low",1,"low","low","high","low",NA
"100","1","5fd0dc0d8dae67016ed65a54","I am paying attention","lender","cost","1b","high",1,"low","high","high","high",NA
"100","1","5ba8e80089390100019064ed","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","62c2f70f10a2a5cf48c9ab2f","I am paying attention","lender","cost","1b","high",1,"low","high","high","high",NA
"100","1","5f2dba63cb697e0dd19f79d5","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62d38f10654f3fc8a393b551","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","6288200662bdd110ddecad7a","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5d63275f9b22da000117b107","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5a6f1ccade1f390001dbd8b7","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5dd9f0e719eecb97dfab7b48","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5e0d59bfe69d0a4f7ac2becc","I am paying attention","lender","cost","1b","low",1,"high","high","low","high",NA
"100","1","5fd8e27b6feb8e0d22eb3bd0","I am paying attention","lender","cost","1b","low",1,"low","low","low","low",NA
"100","1","5eb02a40b17a8c0868685d32","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5fa4c21a04bc5912180291bc","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","597fe89a1b41a20001749f57","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","56f9364e895094000c8f4967","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","583b397f54686200010f1d20","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5da88a6037d42100144928bd","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5ff591cba89e1b000bfb9852","I am paying attention","lender","cost","1b","high",1,"low","high","low","low",NA
"100","1","5de5538f8fde1c4dbc951498","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","58d552e09dbe3f00012591f2","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60d93de1c8d49e78517751ff","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","6335d5ca73f2a684d5d10e57","I am paying attention","lender","cost","1b","low",1,"low","high","low","high",NA
"100","1","63efaace5197dda4627d742f","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5c9b1b5c441b4700179b17b2","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63d3f99eac52371a49e65825"," I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","62fd65d2cb867728e4015273","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","643fd5909ac8a299c4442438","I am paying attention","lender","cost","1b","low",1,"low","high","high","high",NA
"100","1","647652cb5644044df439e1fb","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63d6f2705562fd353b7948dc","i am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6462e0c6e0c667845c37ec7a","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5d537c0cecc84200153075e9","I am paying attention","lender","cost","1b","low",1,"high","high","low","high",NA
"100","1","5f6fd1451758e95a989623b2","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","559c3ad8fdf99b32b55f2d32","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63ab29096cc555f088566bce","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","581e0aee4182b600017307ea","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63f2e107c4d0bc684b99d2c6","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","616d9ef881036dfbfd63d2f4","I am paying attention","lender","cost","1b","high",1,"high","low","high","low",NA
"100","1","59f226a9d6380600018b2923","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63b75b3eace44d9b4bbe411d","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6466713f69508331b82d5040","I am paying attention","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","63cfeea6e50e5dbe5da742ca","I am paying attention","lender","cost","1b","low",1,"low","low","high","low",NA
"100","1","6334d869011b16ac13de3546","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","5c663cd56fdc87000162e255","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5c58d56d53fba80001bd70c0","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63103bd06b5135122e25d6c6","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","647411790d3271435f200041","I am paying attention","lender","cost","1b","low",1,"low","high","high","high",NA
"100","1","5c30417cc9b67b000130fa69","I am paying attention","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63a9a8f2f098b7e45bd03721","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5934a676e7866d0001618b81","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","55b424e1fdf99b526efcf8d0","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63f808544404ae2bd9790bd6","I am paying attention","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","580d5d1f357e890001dd14ce","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","590208c89571f50001c666e3","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6085bf84bb0ce00524154c60","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","63acbbe336a9ca92853dca4a","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63bc74f63269af3a7bfcec7c","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6115c665d68ec59fa8003744","I am paying attention","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","5feb8ceb559f43c870488b51","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5b0b4f41641b1200010ecb11","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62d86c63e2966588c71b9ff2","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60a2b9a6ad671cebb06f2b0d","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60e1d5f866e681d7e33fd01c","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62fb84322433c8d7e890a145","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","59598e604c20120001517c99","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","5b9ec956c8a17f000171f7ad","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","566380241e460a000d5d09e9","I am paying attention","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","62713a003caa3feec5c6a0ba","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","5fd0dc0d8dae67016ed65a54","I am paying attention","lender","cost","1b","low",2,"high","low","low","low",NA
"100","1","5ba8e80089390100019064ed","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","62c2f70f10a2a5cf48c9ab2f","I am paying attention","lender","cost","1b","high",2,"low","high","high","low",NA
"100","1","5f2dba63cb697e0dd19f79d5","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62d38f10654f3fc8a393b551","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","6288200662bdd110ddecad7a","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5d63275f9b22da000117b107","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5a6f1ccade1f390001dbd8b7","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5dd9f0e719eecb97dfab7b48","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5e0d59bfe69d0a4f7ac2becc","I am paying attention","lender","cost","1b","low",2,"high","high","low","high",NA
"100","1","5fd8e27b6feb8e0d22eb3bd0","I am paying attention","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","5eb02a40b17a8c0868685d32","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5fa4c21a04bc5912180291bc","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","597fe89a1b41a20001749f57","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","56f9364e895094000c8f4967","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","583b397f54686200010f1d20","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5da88a6037d42100144928bd","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5ff591cba89e1b000bfb9852","I am paying attention","lender","cost","1b","high",2,"high","low","high","high",NA
"100","1","5de5538f8fde1c4dbc951498","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","58d552e09dbe3f00012591f2","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60d93de1c8d49e78517751ff","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","6335d5ca73f2a684d5d10e57","I am paying attention","lender","cost","1b","low",2,"high","low","low","low",NA
"100","1","63efaace5197dda4627d742f","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5c9b1b5c441b4700179b17b2","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63d3f99eac52371a49e65825"," I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","62fd65d2cb867728e4015273","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","643fd5909ac8a299c4442438","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","647652cb5644044df439e1fb","I am paying attention","lender","cost","1b","low",2,"low","high","low","low",NA
"100","1","63d6f2705562fd353b7948dc","i am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6462e0c6e0c667845c37ec7a","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5d537c0cecc84200153075e9","I am paying attention","lender","cost","1b","low",2,"high","high","low","high",NA
"100","1","5f6fd1451758e95a989623b2","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","559c3ad8fdf99b32b55f2d32","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63ab29096cc555f088566bce","I am paying attention","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","581e0aee4182b600017307ea","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63f2e107c4d0bc684b99d2c6","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","616d9ef881036dfbfd63d2f4","I am paying attention","lender","cost","1b","low",2,"high","low","high","low",NA
"100","1","59f226a9d6380600018b2923","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","63b75b3eace44d9b4bbe411d","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6466713f69508331b82d5040","I am paying attention","lender","cost","1b","high",2,"low","high","high","high",NA
"100","1","63cfeea6e50e5dbe5da742ca","I am paying attention","lender","cost","1b","low",2,"low","low","high","low",NA
"100","1","6334d869011b16ac13de3546","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5c663cd56fdc87000162e255","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","5c58d56d53fba80001bd70c0","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63103bd06b5135122e25d6c6","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","647411790d3271435f200041","I am paying attention","lender","cost","1b","low",2,"low","high","high","high",NA
"100","1","5c30417cc9b67b000130fa69","I am paying attention","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","63a9a8f2f098b7e45bd03721","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5934a676e7866d0001618b81","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","55b424e1fdf99b526efcf8d0","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63f808544404ae2bd9790bd6","I am paying attention","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","580d5d1f357e890001dd14ce","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","590208c89571f50001c666e3","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","6085bf84bb0ce00524154c60","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63acbbe336a9ca92853dca4a","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","63bc74f63269af3a7bfcec7c","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","6115c665d68ec59fa8003744","I am paying attention","lender","cost","1b","high",3,"low","high","low","high",NA
"100","1","5feb8ceb559f43c870488b51","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5b0b4f41641b1200010ecb11","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","62d86c63e2966588c71b9ff2","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","60a2b9a6ad671cebb06f2b0d","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","60e1d5f866e681d7e33fd01c","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","62fb84322433c8d7e890a145","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","59598e604c20120001517c99","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","5b9ec956c8a17f000171f7ad","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","566380241e460a000d5d09e9","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","62713a003caa3feec5c6a0ba","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","5fd0dc0d8dae67016ed65a54","I am paying attention","lender","cost","1b","low",3,"high","high","low","low",NA
"100","1","5ba8e80089390100019064ed","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","62c2f70f10a2a5cf48c9ab2f","I am paying attention","lender","cost","1b","high",3,"low","high","high","low",NA
"100","1","5f2dba63cb697e0dd19f79d5","I am paying attention","lender","cost","1b","low",3,"high","high","high","high",NA
"100","1","62d38f10654f3fc8a393b551","I am paying attention","lender","cost","1b","high",3,"high","high","low","high",NA
"100","1","6288200662bdd110ddecad7a","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5d63275f9b22da000117b107","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
"100","1","5a6f1ccade1f390001dbd8b7","I am paying attention","lender","cost","1b","high",3,"high","high","high","high",NA
