"Progress","cons","ID","atten","LC.3A","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","60e9c78a617cbabf4732fee6","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","629e241d171ec6698e05f149","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5e45477286e27102354a420b","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5f4c722074dfe876eaa57716","I am paying attention","","lender","benefit","1a","high",2,"high","high","high","high",NA
"100","1","610ccf09b1b0759b2668ded1","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","605a2dbead400eae8de18f8c","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","616f47684ddc73c437a74a6c","I am paying attention","","lender","benefit","1a","high",2,"low","high","low","low",NA
"100","1","62740cf8e39eba1055ef571b","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","6394e32126ebbdc7b10c6748","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","64360d6189dec3ac8afc9a78","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5eac8b777b60c8129709fc10","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63bc6b49a80cc5496df4c897","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","62d8e75cba698660a22802c7","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","65b3bcac850424b7e817da53","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5c8db07eb1f89a0016777fe0","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","64d5219df0415c9a7c609c19","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6429ffe11a9806a9a95ad072","I am paying attention","","lender","benefit","1a","high",2,"high","high","high","high",NA
"100","1","5f49f3262a3d07563d14a7f1","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","62794a276fc2c539bfea92e3","I am paying attention","","lender","benefit","1a","high",2,"low","high","high","low",NA
"100","1","655f5dd0eb19818ca157ad77","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5c6f00110b99a000018cc3c1","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5e1f8fbfb202032c463f3e06","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6554d04c73158a94d70192dd","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","6368241117f4ca6d6fcbc7f3","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5c74e7e9c3fe130001e86cc8","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","57656f6c2bfddf000125cce5","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","65a44479e2b9a23db776bf49","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","62cbf51439a76e8fccd8a495","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","57210674951c9b0011d3eaaa","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","60fd55f559e7795b518f7438","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","65514e3c39d0c4217a988bd8","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","562a8b949e2b900012006e88","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","65a25a05c730f0722538b82f","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","636d6ce3fb3683ff33f9e514","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63d2a4b549eb02187fd40092","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5d0c565f7374b40001cef0f8","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6558c5afa08ee83a08287f09","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5ba292385301b80001c71ba2","I am paying attention","","lender","benefit","1a","low",2,"low","high","high","high",NA
"100","1","65989513640b25ce09300abc","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60cbb3a438a8a5ef8d42ee21","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","61338374ecef87bfdfd1c7bb","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","65cb89ff41f626287ba0d83e","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","63386e75b02c4d7013c1198b","I am paying attention","","lender","benefit","1a","low",3,"low","low","low","low",NA
"100","1","5c3b70640eaa0100018ea877","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5ffa5b733bd20c42d0b40b87","I am paying attention","","lender","benefit","1a","low",3,"high","high","high","high",NA
"100","1","5a233c5d7413810001521d8f","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","high",NA
"100","1","55cb9fb2fdf99b45b781b3cb","I am paying attention ","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","65cc5072f953c84d078473d8","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","high",NA
"100","1","63faeccd22c0d2a8f1b9759e","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","56c3cf0511e0940006d43f99","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","654650713282e9e8d26d0b86","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","59986ae96b939900012da14a","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5d7472ad3bc4020015f3bb56","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5ed88b61ff2fef399ca66d92","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5ecaf0fa5c1f7f6599d959ff","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6598283780cc3628d06fa334","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5dfc64647adf4b971f329cbf","I am paying attention","","lender","benefit","1a","high",3,"high","low","high","low",NA
"100","1","648cf0659fe8190ecf4c28ed","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","65b7b6fb463e810d9487d926","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60fd56db5fe37ebeca00bc83","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60675b278929f00a78c91c3f","I am paying attention","","lender","benefit","1a","high",3,"high","high","high","high",NA
"100","1","6330f30b973410dadd20eb64","I am paying attention","","lender","benefit","1a","high",3,"low","high","low","high",NA
"100","1","5df1c3c8c76aa60e11ecbcde","I am paying attention ","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6134d8a566bc3dffe880e879","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","650d9650bb81532e8e16d578","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5aa806e7777df200016088c5","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","6537e43c008bb605430a302f","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","55eb04337480920010aa9e0d","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","60e9c78a617cbabf4732fee6","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","629e241d171ec6698e05f149","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5e45477286e27102354a420b","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5f4c722074dfe876eaa57716","I am paying attention","","lender","benefit","1a","high",3,"high","high","high","high",NA
"100","1","610ccf09b1b0759b2668ded1","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","605a2dbead400eae8de18f8c","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","616f47684ddc73c437a74a6c","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","62740cf8e39eba1055ef571b","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","6394e32126ebbdc7b10c6748","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","64360d6189dec3ac8afc9a78","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5eac8b777b60c8129709fc10","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","63bc6b49a80cc5496df4c897","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","62d8e75cba698660a22802c7","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","65b3bcac850424b7e817da53","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5c8db07eb1f89a0016777fe0","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","64d5219df0415c9a7c609c19","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6429ffe11a9806a9a95ad072","I am paying attention","","lender","benefit","1a","high",3,"high","high","high","high",NA
"100","1","5f49f3262a3d07563d14a7f1","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","low",NA
"100","1","62794a276fc2c539bfea92e3","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","655f5dd0eb19818ca157ad77","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5c6f00110b99a000018cc3c1","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5e1f8fbfb202032c463f3e06","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6554d04c73158a94d70192dd","I am paying attention","","lender","benefit","1a","high",3,"low","high","low","high",NA
"100","1","6368241117f4ca6d6fcbc7f3","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","5c74e7e9c3fe130001e86cc8","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","57656f6c2bfddf000125cce5","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","65a44479e2b9a23db776bf49","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","high",NA
"100","1","62cbf51439a76e8fccd8a495","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","57210674951c9b0011d3eaaa","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","60fd55f559e7795b518f7438","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","65514e3c39d0c4217a988bd8","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","562a8b949e2b900012006e88","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","65a25a05c730f0722538b82f","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","636d6ce3fb3683ff33f9e514","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","63d2a4b549eb02187fd40092","I am paying attention","","lender","benefit","1a","high",3,"low","low","low","low",NA
"100","1","5d0c565f7374b40001cef0f8","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","6558c5afa08ee83a08287f09","I am paying attention","","lender","benefit","1a","high",3,"high","high","low","high",NA
"100","1","5ba292385301b80001c71ba2","I am paying attention","","lender","benefit","1a","high",3,"high","low","low","low",NA
"100","1","63f7a84b6e32b3b093b7b241","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","57dd186e6598aa0001992616","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","65cb6fdbf0ca3606c22b9eb7","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","60fce66ff77653f4d901411a","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60bd28cc95ab27d4f4f6ada3","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63379b05773c5c7387be019f","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","614f3a020b0f8d857c3d5cad","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","651d656c2dc54c9444ab689f","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63d1458687bb808c5929e352","I am paying attention","3","lender","cost","1b","low",1,"low","high","high","high",NA
"100","1","5fb3cbedb3cc10000a19c09d","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","60fcd2c0ef92b8427c66e83a","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","low",NA
"100","1","5e74f18520ab35040b41d526"," I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5c92aa671ce0cd00128c6c86","I am paying attention","1","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","6003ef9269c7814f0ca7b46a","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","629082739390703f993b12bd","I am paying attention","3","lender","cost","1b","low",1,"low","low","low","low",NA
"100","1","5a8e54c9f49c9a0001f3dc3f","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6287a8c4a6303ff156cd0853","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62e3007fd78a0537dbe4fcbd","I am paying attention ","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","6466a1d27b0712d8d7810610","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5e9ffe3988f78b1b0710eff6","I am paying atention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6548fabf4be86c20a6760275","I am paying attention ","3","lender","cost","1b","high",1,"high","high","low","low",NA
"100","1","65b11dae68f3449f46325fff","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5e08bbbafeea891c97523e87","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","55ed87f0748092000baa9a0b","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","61043f36bc2fb31110d2067d","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","5d16d17119d2ed0015e21360","I am paying attention ","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60e4c09a4b30f16f5a1053e7","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","612fa6644526903f736cf925","I am paying attention","3","lender","cost","1b","low",1,"low","low","high","low",NA
"100","1","64b74fc78ad5beabe87e901f","I am paying attention","3","lender","cost","1b","high",1,"low","low","high","low",NA
"100","1","58e79ac632bebb0001b741ec","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","low",NA
"100","1","5c01d3c509e9c70001500b10","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","64409b0331debc768106e394","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","65a2aeeaff22f2a843564a85","I am paying attention ","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62c79dafb9222348d5e5a90c","I am paying attention","1","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","5dd31760fb7d41000c6610e3","I am paying attention ","3","lender","cost","1b","low",1,"low","low","low","low",NA
"100","1","650862a1d3fe6b55113b5559","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","63e537a4b33c1c72be91da82","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63614869e8b16508e85920e8","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","655edbead5167a59c54d9353","I am paying attention","3","lender","cost","1b","low",1,"low","low","low","low",NA
"100","1","65577234800b1fea9ae3cf4d","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","63868eb7abcf3f247da6f52b","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5ca6bbf13b5fcf00100996e9","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","651752412b1f19fef16f6902","I am paying attention","1","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62f8f9a33bc7d6d2915ea840","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","65b7df79bd16de5cd6a3a12b","I am paying attention ","1","lender","cost","1b","low",1,"low","high","low","high",NA
"100","1","6332517a492e9ac48804f991","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","60e8b06bfb1c78d450ae9f79","I am paying attention","1","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5f1c72e25a26d503c77bfdc9","I am paying attention ","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6470f0a74d3e8cc83f27be31","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62b351e5ffccd9a25a047464","I am paying attention","1","lender","cost","1b","low",1,"low","high","low","low",NA
"100","1","55acf681fdf99b3d5b2ab68c","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6510b799ca6f903d2d4c2d2c","I am paying attention","3","lender","cost","1b","low",1,"low","high","low","low",NA
"100","1","653b07dc6d0abbc519239d1c","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","6500778a612e846e3b7a5cac","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","657dd710c7afa87088647ea7","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5f6b8930b9d9530b1b065360","I am paying attention","1","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","61310db855a32fc69c440550","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","62b055b8af4eda974466ad0d","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","570bc1ffb9b52b00102db939","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","58642f4de16d530001b34622","I am paying attention","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","5ea07a44234e0304542e1c50","I am paying attention","1","lender","cost","1b","high",1,"low","high","high","high",NA
"100","1","65be66344eebc30b9d8ff828","I am paying attention","3","lender","cost","1b","low",1,"high","low","high","low",NA
"100","1","65a5edec822162b626ac8c30","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","654273e620a47a91f87b7687","I am paying attention","3","lender","cost","1b","low",1,"low","high","high","high",NA
"100","1","63bdfe6a69fc4d15b3aec18d","I am paying attention ","3","lender","cost","1b","high",1,"high","high","high","high",NA
"100","1","654f39d42ccb9fe00c46be78","I am paying attention","3","lender","cost","1b","low",1,"high","high","high","high",NA
"100","1","650b03136ab3d4c832d98b71","I am paying attention","1","lender","cost","1b","high",1,"high","high","low","high",NA
"100","1","63f7a84b6e32b3b093b7b241","I am paying attention","3","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","57dd186e6598aa0001992616","I am paying attention","3","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","65cb6fdbf0ca3606c22b9eb7","I am paying attention","3","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","60fce66ff77653f4d901411a","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60bd28cc95ab27d4f4f6ada3","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63379b05773c5c7387be019f","I am paying attention","3","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","614f3a020b0f8d857c3d5cad","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","651d656c2dc54c9444ab689f","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63d1458687bb808c5929e352","I am paying attention","3","lender","cost","1b","low",2,"low","high","high","high",NA
"100","1","5fb3cbedb3cc10000a19c09d","I am paying attention","3","lender","cost","1b","low",2,"low","low","high","low",NA
"100","1","60fcd2c0ef92b8427c66e83a","I am paying attention","3","lender","cost","1b","high",2,"low","high","low","low",NA
"100","1","5e74f18520ab35040b41d526"," I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5c92aa671ce0cd00128c6c86","I am paying attention","1","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","6003ef9269c7814f0ca7b46a","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","629082739390703f993b12bd","I am paying attention","3","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","5a8e54c9f49c9a0001f3dc3f","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6287a8c4a6303ff156cd0853","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62e3007fd78a0537dbe4fcbd","I am paying attention ","3","lender","cost","1b","low",2,"high","high","low","high",NA
"100","1","6466a1d27b0712d8d7810610","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5e9ffe3988f78b1b0710eff6","I am paying atention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6548fabf4be86c20a6760275","I am paying attention ","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","65b11dae68f3449f46325fff","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5e08bbbafeea891c97523e87","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","55ed87f0748092000baa9a0b","I am paying attention","3","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","61043f36bc2fb31110d2067d","I am paying attention","3","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","5d16d17119d2ed0015e21360","I am paying attention ","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60e4c09a4b30f16f5a1053e7","I am paying attention","3","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","612fa6644526903f736cf925","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","64b74fc78ad5beabe87e901f","I am paying attention","3","lender","cost","1b","high",2,"low","low","high","low",NA
"100","1","58e79ac632bebb0001b741ec","I am paying attention","3","lender","cost","1b","low",2,"low","high","high","high",NA
"100","1","5c01d3c509e9c70001500b10","I am paying attention","3","lender","cost","1b","low",2,"low","low","high","low",NA
"100","1","64409b0331debc768106e394","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","65a2aeeaff22f2a843564a85","I am paying attention ","3","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","62c79dafb9222348d5e5a90c","I am paying attention","1","lender","cost","1b","high",2,"high","low","low","low",NA
"100","1","5dd31760fb7d41000c6610e3","I am paying attention ","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","650862a1d3fe6b55113b5559","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","63e537a4b33c1c72be91da82","I am paying attention","3","lender","cost","1b","low",2,"low","high","high","high",NA
"100","1","63614869e8b16508e85920e8","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","655edbead5167a59c54d9353","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","65577234800b1fea9ae3cf4d","I am paying attention","3","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","63868eb7abcf3f247da6f52b","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5ca6bbf13b5fcf00100996e9","I am paying attention","3","lender","cost","1b","high",2,"low","low","low","low",NA
"100","1","651752412b1f19fef16f6902","I am paying attention","1","lender","cost","1b","low",2,"high","high","high","high",NA
"100","1","62f8f9a33bc7d6d2915ea840","I am paying attention","3","lender","cost","1b","high",2,"low","high","high","high",NA
"100","1","65b7df79bd16de5cd6a3a12b","I am paying attention ","1","lender","cost","1b","low",2,"high","high","high","low",NA
"100","1","6332517a492e9ac48804f991","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","60e8b06bfb1c78d450ae9f79","I am paying attention","1","lender","cost","1b","high",2,"high","low","high","high",NA
"100","1","5f1c72e25a26d503c77bfdc9","I am paying attention ","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6470f0a74d3e8cc83f27be31","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62b351e5ffccd9a25a047464","I am paying attention","1","lender","cost","1b","high",2,"low","low","high","low",NA
"100","1","55acf681fdf99b3d5b2ab68c","I am paying attention","3","lender","cost","1b","low",2,"low","low","low","low",NA
"100","1","6510b799ca6f903d2d4c2d2c","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","653b07dc6d0abbc519239d1c","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","6500778a612e846e3b7a5cac","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","657dd710c7afa87088647ea7","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5f6b8930b9d9530b1b065360","I am paying attention","1","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","61310db855a32fc69c440550","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","62b055b8af4eda974466ad0d","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","570bc1ffb9b52b00102db939","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","58642f4de16d530001b34622","I am paying attention","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","5ea07a44234e0304542e1c50","I am paying attention","1","lender","cost","1b","high",2,"low","high","low","low",NA
"100","1","65be66344eebc30b9d8ff828","I am paying attention","3","lender","cost","1b","low",2,"low","low","low","high",NA
"100","1","65a5edec822162b626ac8c30","I am paying attention","3","lender","cost","1b","low",2,"high","high","low","high",NA
"100","1","654273e620a47a91f87b7687","I am paying attention","3","lender","cost","1b","low",2,"low","high","high","high",NA
"100","1","63bdfe6a69fc4d15b3aec18d","I am paying attention ","3","lender","cost","1b","high",2,"high","high","high","high",NA
"100","1","654f39d42ccb9fe00c46be78","I am paying attention","3","lender","cost","1b","low",2,"high","high","low","high",NA
"100","1","650b03136ab3d4c832d98b71","I am paying attention","1","lender","cost","1b","high",2,"high","high","low","high",NA
"100","1","63f7a84b6e32b3b093b7b241","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","57dd186e6598aa0001992616","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","65cb6fdbf0ca3606c22b9eb7","I am paying attention","3","lender","cost","1b","low",3,"high","high",NA,"high",NA
"100","1","60fce66ff77653f4d901411a","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","60bd28cc95ab27d4f4f6ada3","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","63379b05773c5c7387be019f","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","614f3a020b0f8d857c3d5cad","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","651d656c2dc54c9444ab689f","I am paying attention","3","lender","cost","1b","high",3,"high","high",NA,"high",NA
"100","1","63d1458687bb808c5929e352","I am paying attention","3","lender","cost","1b","low",3,"low","high",NA,"high",NA
"100","1","5fb3cbedb3cc10000a19c09d","I am paying attention","3","lender","cost","1b","low",3,"low","high",NA,"high",NA
